School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Adelphi,Northeast-10 Conference,Julia Craig,Jr.,,,,USA,"West Greenwich, R.I.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Midfielder
Adelphi,Northeast-10 Conference,Gia Mandile,Jr.,,,,USA,"Emerson, N.J.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Midfielder
Adelphi,Northeast-10 Conference,Madison Howard,Fr.,,,,USA,"Northport, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2029,Midfielder
Adelphi,Northeast-10 Conference,Kayleigh Goodrich,So.,,,,USA,"Hicksville, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2028,Forward
Adelphi,Northeast-10 Conference,Sarah Kent,Jr.,,,,USA,"Suffield, Conn.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Forward
Adelphi,Northeast-10 Conference,Alexis Hellman,Sr.,,,,USA,"Sayville, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2026,Midfielder
Adelphi,Northeast-10 Conference,Alexa Piotrowski,Fr.,,,,USA,"Flushing, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2029,Defender
Adelphi,Northeast-10 Conference,Kara DeBlaiso,Sr.,,,,USA,"Seaford, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2026,Forward
Adelphi,Northeast-10 Conference,Carly Koprowski,So.,,,,USA,"Wantagh, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2028,Forward
Adelphi,Northeast-10 Conference,Julia DeMicco,Jr.,,,,USA,"Bethpage, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Forward
Adelphi,Northeast-10 Conference,Sophia Cataldo,So.,,,,USA,"North Massapequa, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2028,Forward
Adelphi,Northeast-10 Conference,Dylann Trahey,Jr.,,,,USA,"East Islip, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Midfielder
Adelphi,Northeast-10 Conference,Carly Issing,Sr.,,,,USA,"Plainview, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2026,Forward
Adelphi,Northeast-10 Conference,Dani Perugini,So.,,,,USA,"Watertown, Conn.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2028,Midfielder
Adelphi,Northeast-10 Conference,Lola Kochanskyj,Sr.,,,,USA,"Center Moriches, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2026,Forward
Adelphi,Northeast-10 Conference,Micaella Romagno,Sr.,,,,USA,"Oceanside, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2026,Midfielder
Adelphi,Northeast-10 Conference,Kaitlyn Veltre,Fr.,,,,USA,"Pompton Lakes, N.J.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2029,Defender
Adelphi,Northeast-10 Conference,Reeghan McCarthy,Fr.,,,,USA,"Andover, Conn.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2029,Forward
Adelphi,Northeast-10 Conference,Madison Apicella,Jr.,,,,USA,"Holbrook, N.Y.",,,https://aupanthers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 64%,2027,Midfielder
Alabama Huntsville,Gulf South Conference,CeCe Szopa,So.,,,,USA,"Nolensville, Tenn.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Goalkeeper
Alabama Huntsville,Gulf South Conference,Karli Newton,R-Jr.,,,,USA,"Murfreesboro,Tenn.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Goalkeeper
Alabama Huntsville,Gulf South Conference,Ardis Haskell,Sr.,,,,USA,"Huntsville, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Goalkeeper
Alabama Huntsville,Gulf South Conference,Chelsey Curtis,Fr.,,,,USA,"Harvest, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Alabama Huntsville,Gulf South Conference,Tristin Del Toro,R-So.,,,,USA,"Slidell, La.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Midfielder
Alabama Huntsville,Gulf South Conference,Hayley Bedingfield,Sr.,,,,USA,"Madison, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Midfielder
Alabama Huntsville,Gulf South Conference,Caila Batchelor,Jr.,,,,USA,"Madison, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Defender
Alabama Huntsville,Gulf South Conference,Adriana Rojas,Fr.,,,,USA,"Hollywood, Md.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Alabama Huntsville,Gulf South Conference,Carmen Endicott,R-Sr.,,,,USA,"Las Vegas, Nev.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Forward
Alabama Huntsville,Gulf South Conference,Jayla Gillespie,Jr.,,,,USA,"Decatur, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Forward
Alabama Huntsville,Gulf South Conference,Emily Labus,Sr.,,,,USA,"Kennesaw, Ga.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Defender
Alabama Huntsville,Gulf South Conference,Maialen Mera,Sr.,,,,International,"San Sebastian, Spain",Spain,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Midfielder
Alabama Huntsville,Gulf South Conference,RK Naman,Fr.,,,,USA,"Mobile, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Alabama Huntsville,Gulf South Conference,Addison Knauss,Fr.,,,,USA,"Buford, Ga.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Alabama Huntsville,Gulf South Conference,Carley White,So.,,,,USA,"Madison, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Midfielder
Alabama Huntsville,Gulf South Conference,Morgan Snyder,Jr.,,,,USA,"Pelham, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Defender
Alabama Huntsville,Gulf South Conference,Kyndall Jenkins,R-Jr.,,,,USA,"Milton, Ga.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Defender
Alabama Huntsville,Gulf South Conference,Lucy Calhoun,R-Sr.,,,,USA,"Signal Mountain, Tenn.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Defender
Alabama Huntsville,Gulf South Conference,Campbell Tarentino,Fr.,,,,USA,"Powder Springs, Ga.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Defender
Alabama Huntsville,Gulf South Conference,Michella Tortelli,Fr.,,,,USA,"Novi, Mich.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Alabama Huntsville,Gulf South Conference,Sabrina Da Silva,Jr.,,,,International,"São Paulo, Brazil",Brazil,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Forward
Alabama Huntsville,Gulf South Conference,Olivia Marlow,Jr.,,,,USA,"Murfreesboro, Tenn.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Midfielder
Alabama Huntsville,Gulf South Conference,Evelina Gustafsson,So.,,,,International,"Stockholm, Sweden",Sweden,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Midfielder
Alabama Huntsville,Gulf South Conference,Erin Turley,Fr.,,,,USA,"Oxford, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Forward
Alabama Huntsville,Gulf South Conference,Michelle White,So.,,,,USA,"Spring Hill, Tenn.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Defender
Alabama Huntsville,Gulf South Conference,Hannah Szopa,Jr.,,,,USA,"Nolensville, Tenn.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Defender
Alabama Huntsville,Gulf South Conference,Ashley Wells,So.,,,,USA,"Littleton, Colo.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Defender
Alabama Huntsville,Gulf South Conference,Taylor Tibbs,Jr.,,,,USA,"Madison, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Forward
Alabama Huntsville,Gulf South Conference,Katey Ann Klingel,Gr.,,,,USA,"Huntsville, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2025,Defender
Alabama Huntsville,Gulf South Conference,Mimi Smith,R-Fr.,,,,USA,"Fairhope, Ala.",,,https://uahchargers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Goalkeeper
Allen,Independent,Lilian Chirino-Herrera,Fr.,,,,USA,"Herndon, VA",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2029,Goalkeeper
Allen,Independent,Kaiyah Robinson,Sr.,,,,USA,"Cocoa, FL",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2026,Goalkeeper
Allen,Independent,Breitlyn Saunders,Jr.,,,,International,"Nassau, Bahamas",Bahamas,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2027,Defender
Allen,Independent,DaVanye' Kight,Jr.,,,,USA,"Ridgeland, MS",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2027,Defender
Allen,Independent,Sara Duque Castano,So.,,,,International,"Bogota, Colombia",Colombia,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2028,Defender
Allen,Independent,Jillian Lackey,So.,,,,USA,"Greer, SC",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2028,Midfielder
Allen,Independent,Rachel Rolle,Jr.,,,,International,"Nassau, Bahamas",Bahamas,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2027,Forward
Allen,Independent,Tonie Sledz,Sr.,,,,International,"Winnipeg, Manitoba, Canada",Canada,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2026,Midfielder
Allen,Independent,Gabriell Murphy,So.,,,,International,"Nassau, Bahamas",Bahamas,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2028,Midfielder
Allen,Independent,Aneita Lewis-Henry,Sr.,,,,International,"Clarendon, Jamaica",Jamaica,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2026,Forward
Allen,Independent,Tahlia Brooks,Jr.,,,,USA,"Crestview, FL",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2027,Forward
Allen,Independent,Amyie Canales,Jr.,,,,USA,"Hilton Head Island, SC",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2027,Forward
Allen,Independent,Tejanae Lipton,Fr.,,,,USA,"Hemingway, SC",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2029,Midfielder
Allen,Independent,Teshio Talford,So.,,,,USA,"Lancaster, SC",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2028,Forward
Allen,Independent,Andrea Estrada-Scurry,Fr.,,,,USA,"Prosperity, SC",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2029,Forward
Allen,Independent,Tatyana Machado,So.,,,,USA,"Dacula, Ga.",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2028,Forward
Allen,Independent,Measha Jones,Sr.,,,,USA,"Manning, SC",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2026,
Allen,Independent,Rayven Sortor,Jr.,,,,USA,"Spartanburg, SC",,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2027,Defender
Allen,Independent,Juliana da Silva Blackman,Sr.,,,,International,"Bridgetown, Barbados",Barbados,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2026,Midfielder
Allen,Independent,Rory Scott,Jr.,,,,International,"Kitchener, Ontario, Canada",Canada,,https://auyellowjackets.com/sports/wsoc/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 20%,2027,Defender
American International,Northeast-10 Conference,Tia Kelk,Sr.,,,,International,"London, England",United Kingdom,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2026,Goalkeeper
American International,Northeast-10 Conference,Haylee Marcotte,Fr.,,,,USA,"Warwick, RI",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2029,Goalkeeper
American International,Northeast-10 Conference,Morgan Wesson,Sr.,,,,USA,"Monson, MA",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2026,Goalkeeper
American International,Northeast-10 Conference,Samara Robles,Sr.,,,,USA,"Chicopee, Mass.",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2026,Goalkeeper
American International,Northeast-10 Conference,Alyssa Stetson,Jr.,,,,USA,"Ellington, CT",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2027,Forward
American International,Northeast-10 Conference,Hannah Watson,Fr.,,,,USA,"North Pomfret, VT",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2029,Midfielder
American International,Northeast-10 Conference,Alexa Bohling,So.,,,,USA,"Clinton, NY",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2028,Midfielder
American International,Northeast-10 Conference,Reese Reynolds,Fr.,,,,USA,"Oxford, MA",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2029,Forward
American International,Northeast-10 Conference,Cameron Wilbur,Sr.,,,,USA,"Millbury, Mass.",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2026,Midfielder
American International,Northeast-10 Conference,Ella Boughner,Fr.,,,,USA,"Braintree, MA",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2029,Defender
American International,Northeast-10 Conference,Ava Boldi,Jr.,,,,USA,"Bohemia, NY",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2027,Defender
American International,Northeast-10 Conference,Sabrina Mazza,Gr.,,,,USA,"East Longmeadow, MA",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2025,Midfielder
American International,Northeast-10 Conference,Liz Braz,Fr.,,,,USA,"Ludlow, MA",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2029,Midfielder
American International,Northeast-10 Conference,Nicole Kelly,Fr.,,,,USA,"Leominster, MA",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2029,Defender
American International,Northeast-10 Conference,Kaitlin Mcdonald,Jr.,,,,USA,"Holbrook, NY",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2027,Midfielder
American International,Northeast-10 Conference,Rhiann Ryan,Sr.,,,,USA,"Wilbraham, MA",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2026,Defender
American International,Northeast-10 Conference,Jocelyn Trajkovski,Sr.,,,,USA,"Ludlow, Mass.",,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2026,Midfielder
American International,Northeast-10 Conference,Elena Nunez,So.,,,,International,"Valencia, Spain",Spain,,https://aicyellowjackets.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 49%,2028,Defender
