School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Air Force,Mountain West,AJ Heap,Fr.,906,19.0,16.0,USA,"North Ogden, UT",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2030,Forward
Air Force,Mountain West,Eleanor Musgrove,,756,18.0,5.0,,,,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,,High,,,Midfielder
Air Force,Mountain West,Ellie McCarron,Fr.,594,19.0,3.0,USA,"Riverton, NJ",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2030,Midfielder
Air Force,Mountain West,Jordan Dillingham,Sophomore,1507,19.0,19.0,USA,"Sacramento, CA",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250920091407/https://goairforcefalcons.com/sports/womens-soccer/roster/dillingham-jordan/23038,High,,2029,Defender
Air Force,Mountain West,Caeli Sherman,,643,19.0,5.0,,,,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,,High,,,Forward
Air Force,Mountain West,Raine Komata,Senior,1355,18.0,18.0,USA,"Mililani, HI",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250908234313/https://goairforcefalcons.com/sports/womens-soccer/roster/komata-raine/23043,High,,2027,Defender
Air Force,Mountain West,Maddy Walsh,So.,396,17.0,0.0,USA,"Rye, NY",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2029,Forward
Air Force,Mountain West,Melissa Araujo,Fr.,143,9.0,0.0,USA,"Round Rock, TX",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2030,Defender
Air Force,Mountain West,Ava Carpentier,Junior,1049,19.0,14.0,USA,"Albuquerque, NM",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250916094216/https://goairforcefalcons.com/sports/womens-soccer/roster/ava-carpentier/12279,High,,2028,Midfielder
Air Force,Mountain West,Nai'a Garana,Fr.,46,5.0,0.0,USA,"Waikoloa, HI",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2030,Midfielder
Air Force,Mountain West,Gianna Gigliotti,So.,61,4.0,0.0,USA,"Yorba Linda, CA",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2029,Defender
Air Force,Mountain West,Trishelle Lopez,Fr.,1260,15.0,15.0,USA,"Cape Coral, FL",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2030,Goalkeeper
Air Force,Mountain West,Mai Mateaki,Sophomore,386,17.0,2.0,USA,"Anchorage, AK",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251106044946/https://goairforcefalcons.com/sports/womens-soccer/roster/mateaki-mai/23044,High,,2029,Midfielder
Air Force,Mountain West,Kylie McElroy,,180,2.0,2.0,,,,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,,High,,,Goalkeeper
Air Force,Mountain West,Sydney Nelms,Fr.,277,4.0,2.0,USA,"Fort Collins, CO",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2030,Goalkeeper
Air Force,Mountain West,Ava Ortiz,,38,3.0,0.0,,,,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,,High,,,Midfielder
Air Force,Mountain West,Nalei Shannon,Fr.,219,13.0,0.0,USA,"Kaneohe, HI",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2030,Midfielder
Air Force,Mountain West,Samantha Sharp,,759,18.0,5.0,,,,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,,High,,,Defender
Air Force,Mountain West,Lauren Steinlage,Junior,1135,19.0,14.0,USA,"Olathe, KS",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251031033112/https://goairforcefalcons.com/sports/womens-soccer/roster/lauren-steinlage/23051,High,,2028,Defender
Air Force,Mountain West,Sophia Taylor,So.,4,1.0,0.0,USA,"Dayton, OH",,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2029,Midfielder
Air Force,Mountain West,Bella Werneck,,12,1.0,0.0,,,,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,,High,,,Defender
Air Force,Mountain West,Reagan Wilson,,522,16.0,1.0,,,,https://goairforcefalcons.com/sports/womens-soccer/stats/2025,,High,,,Defender
Air Force,Mountain West,Ella Johnson,Fr.,0,0,0,USA,"Pearland, TX",,,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2030,Defender
Air Force,Mountain West,Clara Teigland,Jr.,0,0,0,USA,"Treynor, Iowa",,,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2028,Forward
Air Force,Mountain West,Ayla Janssen,Fr.,0,0,0,USA,"Columbus, NE",,,https://goairforcefalcons.com/sports/womens-soccer/roster,High,,2030,Defender
Akron,MAC,Jordanne Oberhaus,Jr.,1219,18.0,15.0,USA,"Wadsworth, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2028,Defender
Akron,MAC,Emma King,Sr.,1259,18.0,18.0,USA,"Akron, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2027,Forward
Akron,MAC,Addison Hall,Fr.,1110,18.0,10.0,USA,"Manchester, Conn.",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2030,Midfielder
Akron,MAC,Fineen Cregan,Fr.,523,16.0,1.0,USA,"Rochester, N.Y.",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2030,Midfielder
Akron,MAC,Rielly Chesna,Sr.,1368,16.0,15.0,USA,"Chicago, Ill.",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2027,Defender
Akron,MAC,Rachel Wenzel,R-So.,640,14.0,13.0,USA,"Akron, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2029,Forward
Akron,MAC,Kaitlyn Rogowski,So.,1039,18.0,10.0,USA,"Hilliard, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2029,Forward
Akron,MAC,Luisa Fragnoli,Fr.,1497,18.0,17.0,USA,"Medina, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2030,Defender
Akron,MAC,Allie McMillen,So.,717,17.0,13.0,USA,"Shreve, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2029,Midfielder
Akron,MAC,Olivia Pilato,Fr.,478,16.0,1.0,USA,"Rochester, N.Y.",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2030,Forward
Akron,MAC,Kylie Schiemann,Sr.,421,15.0,5.0,USA,"Geneva, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2027,Forward
Akron,MAC,Eesha Sutharshan,So.,1353,18.0,15.0,USA,"Knoxville, Tenn.",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2029,Midfielder
Akron,MAC,Lilly Touhey,Jr.,1003,16.0,13.0,USA,"Fishers, Ind.",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2028,Midfielder
Akron,MAC,Olivia Heskett,Jr.,375,15.0,3.0,USA,"Lewis Center, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2028,Forward
Akron,MAC,Taylor Allen,So.,432,18.0,0.0,USA,"Blacksburg, Va.",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2029,Forward
Akron,MAC,Kailyn Biecker,So.,1620,18.0,18.0,USA,"Wadsworth, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2029,Defender
Akron,MAC,Sara Bower,Jr.,997,14.0,12.0,USA,"Cincinnati, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2028,Goalkeeper
Akron,MAC,Fiona Buczak,Fr.,41,2.0,0.0,USA,"Brunswick, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2030,Midfielder
Akron,MAC,Kaylen Goddard,Sr.,894,17.0,13.0,USA,"Mechanicsville, Md.",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2027,Defender
Akron,MAC,Devyn Raymond,Fr.,194,7.0,0.0,USA,"Shelby Township, Mich.",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2030,Forward
Akron,MAC,Ariana Vakos,R-Fr.,623,11.0,6.0,USA,"Avon, Ohio",,https://gozips.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2030,Goalkeeper
Akron,MAC,Freya Blatz,Fr.,0,0,0,USA,"Bethel Park, Pa.",,,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2030,Goalkeeper
Akron,MAC,Addison Lambert,So.,0,0,0,USA,"Galena, Ohio",,,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2029,Midfielder
Akron,MAC,Emalee Szablewski,Jr.,0,0,0,USA,"Lancaster, N.Y.",,,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2028,Forward
Akron,MAC,Bailey Kerins,Fr.,0,0,0,USA,"Dublin, Ohio",,,https://web.archive.org/web/20250919024346/https://gozips.com/sports/womens-soccer/roster,High,,2030,Defender
Alabama,SEC,Gianna Paul,Sr.,1660,21.0,21.0,USA,"Huntington Station, N.Y.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2027,Forward
Alabama,SEC,Larkin Thomason,Jr.,1004,22.0,11.0,USA,"Scottsdale, Ariz.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2028,Forward
Alabama,SEC,Nadia Ramadan,Jr.,1256,21.0,13.0,USA,"Algonquin, Ill.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2028,Midfielder
Alabama,SEC,Maddie Padelski,So.,1366,22.0,16.0,USA,"Nolensville, Tenn.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2029,Midfielder
Alabama,SEC,Melina Rebimbas,Jr.,1306,22.0,17.0,USA,"Warren, N.J.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2028,Midfielder
Alabama,SEC,Kiley Kukan,So.,1612,22.0,21.0,USA,"Old Monroe, Mo.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2029,Forward
Alabama,SEC,Breezie Brewer,So.,334,15.0,1.0,USA,"Riverside, Calif.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2029,Defender
Alabama,SEC,Soph Martelli,Fr.,289,14.0,0.0,USA,"Johns Creek, Ga.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2030,Forward
Alabama,SEC,Ashley Roni,R-Fr.,120,3.0,3.0,USA,"Sammamish, Wash.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2030,Forward
Alabama,SEC,Cameron Silva,Jr.,968,22.0,13.0,USA,"Manteca, Calif.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2028,Midfielder
Alabama,SEC,Cali Brewer,R-So.,298,9.0,1.0,USA,"Riverside, Calif.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2029,Defender
Alabama,SEC,Avery Brown,Jr.,379,7.0,6.0,USA,"Franklin, Tenn.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2028,Defender
Alabama,SEC,Isabel Smith,Sr.,815,18.0,10.0,USA,"Birmingham, Ala.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2027,Midfielder
Alabama,SEC,Paige Thompson,Fr.,951,21.0,6.0,USA,"Walnut Creek, Calif.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2030,Midfielder
Alabama,SEC,Leah Kunde,Gr.,286,8.0,3.0,USA,"San Diego, Calif.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2026,Midfielder
Alabama,SEC,Olivia Belcher,Fr.,1184,21.0,9.0,USA,"Colleyville, Texas",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2030,Midfielder
Alabama,SEC,Kennedy Garcia,Jr.,1741,21.0,21.0,USA,"Westampton, N.J.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2028,Defender
Alabama,SEC,Coralie Lallier,Jr.,591,7.0,5.0,International,"St-Hubert, Québec",Canada,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2028,Goalkeeper
Alabama,SEC,Kierson McDonald,Jr.,1107,21.0,13.0,USA,"Birmingham, Ala.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2028,Defender
Alabama,SEC,Madi Munguia,R-Fr.,1409,17.0,17.0,USA,"Puyallup, Wash.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2030,Goalkeeper
Alabama,SEC,Ulla Sharp,So.,1449,22.0,15.0,USA,"Edwardsville, Ill.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2029,Defender
Alabama,SEC,Maison Smith,So.,1765,21.0,20.0,USA,"Eureka, Mo.",,https://rolltide.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2029,Defender
Alabama,SEC,Alexa Barker,Fr.,0,0,0,USA,"Allen, Texas",,,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2030,Defender
Alabama,SEC,Reece Ward,Fr.,0,0,0,USA,"Milton, Ga.",,,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2030,Forward
Alabama,SEC,Presley Williams,Fr.,0,0,0,USA,"San Diego, Calif.",,,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2030,Forward
Alabama,SEC,Fiona Mahan,Fr.,0,0,0,USA,"Pittsburgh, Pa.",,,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2030,Midfielder
Alabama,SEC,Ellie Lanyi,Sr.,0,0,0,USA,"Cincinnati, Ohio",,,https://web.archive.org/web/20251214014454/https://rolltide.com/sports/womens-soccer/roster,High,,2027,Goalkeeper
Alabama A&M,SWAC,Czaske Deane,So.,1114,19.0,16.0,International,"Ajax, Ontario, Canada",Canada,https://aamusports.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251026153536/https://aamusports.com/sports/womens-soccer/roster,High,,2029,Forward
Alabama A&M,SWAC,Brea Bailey,Fr.,735,18.0,8.0,USA,"Lafayette, La.",,https://aamusports.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251026153536/https://aamusports.com/sports/womens-soccer/roster,High,,2030,Forward
Alabama A&M,SWAC,Charlotte Cuthbertson,So.,599,17.0,4.0,International,"Orangeville, Ontario, Canada",Canada,https://aamusports.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251026153536/https://aamusports.com/sports/womens-soccer/roster,High,,2029,Midfielder
Alabama A&M,SWAC,Anita Frederick-Sigaran,So.,1403,19.0,15.0,USA,"Alexandria, Va.",,https://aamusports.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251026153536/https://aamusports.com/sports/womens-soccer/roster,High,,2029,Defender
Alabama A&M,SWAC,Albany Rios,Jr.,1516,19.0,18.0,USA,"Orlando, Fla.",,https://aamusports.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251026153536/https://aamusports.com/sports/womens-soccer/roster,High,,2028,Midfielder
Alabama A&M,SWAC,Ryan McLemore,Fr.,1013,17.0,16.0,USA,"Clarksburg, Md.",,https://aamusports.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251026153536/https://aamusports.com/sports/womens-soccer/roster,High,,2030,Forward
Alabama A&M,SWAC,Amelia Barber,Jr.,1010,19.0,12.0,USA,"McKinney, Texas",,https://aamusports.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251026153536/https://aamusports.com/sports/womens-soccer/roster,High,,2028,Midfielder
Alabama A&M,SWAC,Layla Griffin,Fr.,1198,19.0,12.0,USA,"Atlanta, Ga.",,https://aamusports.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251026153536/https://aamusports.com/sports/womens-soccer/roster,High,,2030,Defender
Alabama A&M,SWAC,Kya Jacobs,So.,225,14.0,1.0,International,"Guelph, Ontario, Canada",Canada,https://aamusports.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251026153536/https://aamusports.com/sports/womens-soccer/roster,High,,2029,Forward
Alabama A&M,SWAC,Daniela Marroquin,Sr.,1508,19.0,18.0,USA,"Spring, Texas",,https://aamusports.com/sports/womens-soccer/stats/2025,https://web.archive.org/web/20251026153536/https://aamusports.com/sports/womens-soccer/roster,High,,2027,Defender
